ch	start	end	anchor_index
chr1	226975085	226975254	8857
chr1	226975750	226975960	8858
chr1	226990222	226990427	8859
chr1	226994106	226994177	8860
chr1	226994304	226994525	8861
chr1	227093770	227093980	8862
chr1	227094690	227094900	8863
chr1	227131322	227131463	8864
chr1	227235082	227235179	8865
chr1	227242630	227242840	8866
chr1	227243370	227243580	8867
chr1	227316205	227316244	8868
chr1	227317550	227317760	8869
chr1	227357430	227357640	8870
chr1	227431951	227432098	8871
chr1	227437834	227437935	8872
chr1	227447868	227447901	8873
chr1	227449235	227449274	8874
chr1	227481633	227481844	8875
chr1	227542616	227542835	8876
chr1	227727930	227728140	8877
chr1	227728352	227728563	8878
chr1	227729620	227729830	8879
chr1	227735214	227735565	8880
chr1	227762537	227762694	8881
chr1	227857030	227857240	8882
chr1	227896066	227896273	8883
chr1	227896480	227896690	8884
chr1	227917370	227917580	8885
chr1	227917800	227918010	8886
chr1	227942435	227942435	8887
chr1	227946751	227946832	8888
chr1	227954018	227954131	8889
chr1	227999447	227999676	8890
chr1	228004474	228004527	8891
chr1	228073970	228074189	8892
chr1	228082160	228082219	8893
chr1	228083443	228083572	8894
chr1	228102434	228102501	8895
chr1	228109285	228109486	8896
chr1	228110244	228110431	8897
chr1	228110750	228110960	8898
chr1	228114930	228115140	8899
chr1	228123630	228123840	8900
chr1	228131102	228131223	8901
chr1	228132310	228132520	8902
chr1	228139881	228140346	8903
chr1	228149631	228149750	8904
chr1	228166561	228166728	8905
chr1	228173840	228174050	8906
chr1	228174000	228174210	8907
chr1	228180415	228180514	8908
chr1	228191884	228192005	8909
chr1	228213593	228213770	8910
chr1	228227387	228227504	8911
chr1	228229005	228229005	8912
chr1	228229260	228229470	8913
chr1	228236873	228237038	8914
chr1	228260107	228260226	8915
chr1	228265212	228265369	8916
chr1	228268690	228268900	8917
chr1	228308680	228308890	8918
chr1	228336700	228336719	8919
chr1	228338500	228338710	8920
chr1	228340925	228341044	8921
chr1	228393567	228393676	8922
chr1	228416291	228416508	8923
chr1	228423577	228423838	8924
chr1	228454316	228454433	8925
chr1	228459290	228459500	8926
chr1	228463020	228463230	8927
chr1	228471975	228472064	8928
chr1	228486909	228487194	8929
chr1	228490596	228490753	8930
chr1	228501016	228501205	8931
chr1	228515384	228515507	8932
chr1	228656128	228656321	8933
chr1	228663950	228664160	8934
chr1	228664551	228664652	8935
chr1	228692086	228692269	8936
chr1	228693460	228693670	8937
chr1	228735307	228735540	8938
chr1	228736174	228736401	8939
chr1	228782962	228783047	8940
chr1	228783245	228783588	8941
chr1	228799991	228800089	8942
chr1	228801180	228801390	8943
chr1	228836559	228836818	8944
chr1	228838414	228838685	8945
chr1	228841130	228841340	8946
chr1	228849050	228849260	8947
chr1	228857785	228857864	8948
chr1	228861226	228861409	8949
chr1	228867230	228867440	8950
chr1	228868510	228868720	8951
chr1	228884992	228885197	8952
chr1	228903148	228903411	8953
chr1	228903740	228903950	8954
chr1	228918520	228918539	8955
chr1	228918920	228919130	8956
chr1	228922835	228922974	8957
chr1	228938250	228938460	8958
chr1	228963910	228964120	8959
chr1	228964285	228964412	8960
chr1	228964589	228964686	8961
chr1	228986540	228986750	8962
chr1	228999250	228999460	8963
chr1	229003644	229003853	8964
chr1	229015905	229015944	8965
chr1	229019654	229019721	8966
chr1	229020030	229020240	8967
chr1	229022718	229022903	8968
chr1	229027708	229027837	8969
chr1	229031852	229031923	8970
chr1	229064396	229064567	8971
chr1	229112125	229112125	8972
chr1	229124625	229124664	8973
chr1	229125003	229125132	8974
chr1	229130250	229130460	8975
chr1	229131654	229131741	8976
chr1	229156945	229157078	8977
chr1	229165535	229165614	8978
chr1	229169615	229169654	8979
chr1	229221273	229221452	8980
chr1	229221597	229221852	8981
chr1	229221938	229221971	8982
chr1	229224470	229224680	8983
chr1	229227548	229227701	8984
chr1	229231780	229231990	8985
chr1	229258199	229258252	8986
chr1	229260380	229260590	8987
chr1	229273820	229274030	8988
chr1	229285320	229285530	8989
chr1	229285550	229285760	8990
chr1	229299279	229299432	8991
chr1	229343600	229343810	8992
chr1	229378830	229379040	8993
chr1	229381431	229381568	8994
chr1	229406905	229407020	8995
chr1	229407270	229407480	8996
chr1	229420895	229420988	8997
chr1	229453421	229453440	8998
chr1	229482157	229482282	8999
chr1	229509707	229509902	9000
chr1	229514140	229514350	9001
chr1	229514794	229514927	9002
chr1	229557440	229557650	9003
chr1	229558020	229558230	9004
chr1	229558703	229559048	9005
chr1	229559064	229559185	9006
chr1	229582030	229582240	9007
chr1	229582470	229582680	9008
chr1	229625976	229626265	9009
chr1	229626330	229626389	9010
chr1	229661407	229661554	9011
chr1	229715152	229715177	9012
chr1	229716610	229716820	9013
chr1	229781695	229781800	9014
chr1	229832690	229832900	9015
chr1	229843947	229844002	9016
chr1	229849217	229849284	9017
chr1	229900320	229900530	9018
chr1	229937230	229937440	9019
chr1	229973092	229973231	9020
chr1	229984772	229984913	9021
chr1	229989790	229989809	9022
chr1	229990381	229990528	9023
chr1	230066976	230067233	9024
chr1	230090285	230090324	9025
chr1	230105979	230106090	9026
chr1	230110321	230110488	9027
chr1	230120978	230121173	9028
chr1	230144170	230144380	9029
chr1	230154006	230154123	9030
chr1	230158826	230159187	9031
chr1	230167504	230167615	9032
chr1	230186190	230186399	9033
chr1	230201480	230201690	9034
chr1	230210740	230210950	9035
chr1	230215188	230215285	9036
chr1	230289860	230290070	9037
chr1	230299533	230299616	9038
chr1	230300640	230300850	9039
chr1	230310634	230310869	9040
chr1	230327050	230327109	9041
chr1	230329180	230329390	9042
chr1	230382251	230382428	9043
chr1	230383470	230383680	9044
chr1	230403631	230403650	9045
chr1	230426381	230426479	9046
chr1	230476000	230476210	9047
chr1	230567570	230567780	9048
chr1	230568126	230568299	9049
chr1	230571860	230572070	9050
chr1	230572255	230572294	9051
chr1	230581130	230581340	9052
chr1	230581841	230581968	9053
chr1	230610655	230610894	9054
chr1	230632396	230632531	9055
chr1	230642351	230642490	9056
chr1	230658208	230658391	9057
chr1	230680802	230680897	9058
chr1	230681788	230681933	9059
chr1	230702310	230702479	9060
chr1	230708752	230708877	9061
chr1	230714159	230714398	9062
chr1	230714506	230714663	9063
chr1	230715638	230715801	9064
chr1	230729046	230729187	9065
chr1	230731200	230731410	9066
chr1	230739700	230739910	9067
chr1	230739920	230740130	9068
chr1	230742765	230742765	9069
chr1	230754150	230754279	9070
chr1	230760655	230760794	9071
chr1	230773258	230773373	9072
chr1	230785751	230785950	9073
chr1	230793161	230793238	9074
chr1	230798024	230798115	9075
chr1	230798565	230798604	9076
chr1	230866220	230866430	9077
chr1	230917395	230917442	9078
chr1	230917911	230917962	9079
chr1	230949041	230949208	9080
chr1	230965020	230965079	9081
chr1	230965540	230965750	9082
chr1	230978861	230979216	9083
chr1	230980200	230980410	9084
chr1	231015598	231015631	9085
chr1	231027360	231027570	9086
chr1	231053820	231054030	9087
chr1	231058755	231058794	9088
chr1	231092026	231092233	9089
chr1	231093665	231093665	9090
chr1	231124872	231124957	9091
chr1	231162380	231162399	9092
chr1	231162521	231162698	9093
chr1	231171145	231171184	9094
chr1	231194470	231194680	9095
chr1	231195013	231195192	9096
chr1	231210880	231211090	9097
chr1	231211140	231211350	9098
chr1	231211445	231211580	9099
chr1	231219746	231219903	9100
chr1	231221160	231221370	9101
chr1	231224850	231225060	9102
chr1	231225070	231225280	9103
chr1	231233827	231234312	9104
chr1	231239670	231239880	9105
chr1	231241750	231241960	9106
chr1	231242830	231243040	9107
chr1	231248965	231248965	9108
chr1	231315938	231316061	9109
chr1	231335790	231336000	9110
chr1	231336320	231336530	9111
chr1	231337700	231338257	9112
chr1	231339740	231339950	9113
chr1	231358002	231358061	9114
chr1	231369419	231369494	9115
chr1	231393880	231393899	9116
chr1	231417690	231417900	9117
chr1	231422513	231422768	9118
chr1	231423175	231423444	9119
chr1	231423757	231423968	9120
chr1	231432225	231432304	9121
chr1	231487184	231487299	9122
chr1	231509030	231509240	9123
chr1	231512356	231512405	9124
chr1	231527700	231527910	9125
chr1	231550484	231550615	9126
chr1	231577249	231577346	9127
chr1	231577730	231577940	9128
chr1	231584278	231584413	9129
chr1	231590724	231590805	9130
chr1	231603565	231603710	9131
chr1	231604036	231604271	9132
chr1	231605160	231605370	9133
chr1	231618570	231618780	9134
chr1	231626571	231626880	9135
chr1	231627365	231627516	9136
chr1	231627900	231628110	9137
chr1	231629215	231629254	9138
chr1	231632110	231632320	9139
chr1	231632370	231632580	9140
chr1	231636368	231636401	9141
chr1	231673700	231673910	9142
chr1	231674543	231674738	9143
chr1	231691420	231691630	9144
chr1	231691770	231692013	9145
chr1	231725294	231725481	9146
chr1	231756905	231757104	9147
chr1	231806771	231806880	9148
chr1	231828367	231828422	9149
chr1	231836672	231836801	9150
chr1	231837840	231838050	9151
chr1	231840840	231841050	9152
chr1	231842036	231842165	9153
chr1	231866724	231866911	9154
chr1	231883410	231883620	9155
chr1	231932000	231932059	9156
chr1	231934886	231935065	9157
chr1	231936090	231936300	9158
chr1	232047564	232047791	9159
chr1	232049410	232049620	9160
chr1	232052420	232052630	9161
chr1	232164451	232164549	9162
chr1	232469700	232469910	9163
chr1	232611910	232612120	9164
chr1	232630589	232630972	9165
chr1	232635920	232636001	9166
chr1	232880470	232880680	9167
chr1	232950921	232951058	9168
chr1	232957870	232958080	9169
chr1	232960390	232960600	9170
chr1	233025309	233025476	9171
chr1	233113540	233113750	9172
chr1	233172386	233172435	9173
chr1	233240270	233240480	9174
chr1	233241132	233241327	9175
chr1	233304642	233304747	9176
chr1	233364833	233364916	9177
chr1	233395047	233395112	9178
chr1	233440933	233441096	9179
chr1	233518440	233518650	9180
chr1	233791232	233791339	9181
chr1	234065973	234066040	9182
chr1	234111638	234111657	9183
chr1	234114769	234114900	9184
chr1	234125434	234125537	9185
chr1	234152420	234152630	9186
chr1	234154807	234154922	9187
chr1	234155920	234156130	9188
chr1	234188605	234188734	9189
chr1	234212833	234213008	9190
chr1	234231820	234231879	9191
chr1	234265900	234266110	9192
chr1	234310086	234310213	9193
chr1	234310620	234310830	9194
chr1	234314068	234314269	9195
chr1	234323074	234323281	9196
chr1	234326716	234326873	9197
chr1	234327924	234328081	9198
chr1	234357170	234357380	9199
chr1	234373291	234373510	9200
chr1	234373599	234373958	9201
chr1	234382223	234382272	9202
chr1	234409522	234409619	9203
chr1	234478580	234478949	9204
chr1	234479430	234479640	9205
chr1	234479570	234479780	9206
chr1	234487005	234487238	9207
chr1	234498060	234498270	9208
chr1	234499153	234499338	9209
chr1	234507750	234507960	9210
chr1	234508470	234508529	9211
chr1	234515600	234515810	9212
chr1	234516320	234516530	9213
chr1	234523275	234523402	9214
chr1	234523699	234523922	9215
chr1	234538247	234538302	9216
chr1	234545040	234545250	9217
chr1	234546132	234546385	9218
chr1	234562375	234562375	9219
chr1	234562512	234562549	9220
chr1	234572990	234573200	9221
chr1	234580066	234580223	9222
chr1	234598690	234598900	9223
chr1	234599911	234600254	9224
chr1	234600486	234600755	9225
chr1	234610205	234610284	9226
chr1	234611010	234611251	9227
chr1	234611750	234611960	9228
chr1	234619934	234620047	9229
chr1	234621151	234621202	9230
chr1	234631780	234631975	9231
chr1	234669330	234669540	9232
chr1	234669620	234669830	9233
chr1	234676330	234676540	9234
chr1	234683090	234683300	9235
chr1	234684339	234684438	9236
chr1	234722120	234722330	9237
chr1	234724201	234724390	9238
chr1	234734940	234735150	9239
chr1	234751251	234751464	9240
chr1	234751730	234751940	9241
chr1	234768370	234768491	9242
chr1	234768816	234768973	9243
chr1	234772398	234772581	9244
chr1	234817467	234817630	9245
chr1	234839620	234839830	9246
chr1	234839760	234839970	9247
chr1	234862654	234862883	9248
chr1	234874702	234874739	9249
chr1	234876790	234877000	9250
chr1	234907927	234908123	9251
chr1	234925970	234926029	9252
chr1	234957945	234958024	9253
chr1	234960150	234960360	9254
chr1	234960780	234960990	9255
chr1	234963367	234963830	9256
chr1	234975295	234975480	9257
chr1	234978931	234979029	9258
chr1	234987210	234987420	9259
chr1	234997314	234997571	9260
chr1	234998220	234998430	9261
chr1	235030450	235030660	9262
chr1	235030590	235030800	9263
chr1	235060960	235061170	9264
chr1	235062524	235062721	9265
chr1	235083840	235083907	9266
chr1	235093415	235093494	9267
chr1	235093835	235094204	9268
chr1	235100605	235100644	9269
chr1	235104186	235104473	9270
chr1	235128340	235128550	9271
chr1	235128726	235129033	9272
chr1	235156360	235156570	9273
chr1	235156865	235156944	9274
chr1	235160600	235160810	9275
chr1	235160750	235160960	9276
chr1	235161135	235161414	9277
chr1	235237174	235237247	9278
chr1	235253285	235253506	9279
chr1	235296110	235296199	9280
chr1	235328815	235328930	9281
chr1	235367213	235367534	9282
chr1	235385510	235385720	9283
chr1	235408650	235408860	9284
chr1	235409529	235409626	9285
chr1	235411870	235412080	9286
chr1	235415428	235415525	9287
chr1	235416480	235416690	9288
chr1	235417195	235417372	9289
chr1	235434110	235434320	9290
chr1	235459380	235459590	9291
chr1	235504070	235504280	9292
chr1	235504382	235504803	9293
chr1	235504951	235505082	9294
chr1	235506400	235506610	9295
chr1	235513918	235513987	9296
chr1	235557675	235557714	9297
chr1	235601240	235601450	9298
chr1	235614528	235614681	9299
chr1	235614980	235615190	9300
chr1	235623132	235623347	9301
chr1	235630781	235630928	9302
chr1	235647495	235647700	9303
chr1	235650022	235650187	9304
chr1	235650382	235650467	9305
chr1	235650972	235651213	9306
chr1	235657360	235657570	9307
chr1	235657520	235657730	9308
chr1	235679111	235679246	9309
chr1	235731782	235731881	9310
chr1	235782740	235782950	9311
chr1	235783292	235783487	9312
chr1	235826150	235826360	9313
chr1	235843502	235843659	9314
chr1	235865941	235866039	9315
chr1	235868360	235868570	9316
chr1	235892860	235892961	9317
chr1	235918150	235918209	9318
chr1	235942496	235942653	9319
chr1	235946145	235946244	9320
chr1	235948175	235948354	9321
chr1	235954730	235954789	9322
chr1	235970980	235971190	9323
chr1	235971440	235971650	9324
chr1	235971866	235971997	9325
chr1	235972640	235972850	9326
chr1	236036970	236037180	9327
chr1	236039190	236039400	9328
chr1	236057060	236057270	9329
chr1	236062810	236063020	9330
chr1	236064207	236064348	9331
chr1	236065096	236065343	9332
chr1	236073610	236073820	9333
chr1	236074120	236074330	9334
chr1	236090940	236091150	9335
chr1	236096931	236097108	9336
chr1	236097307	236097548	9337
chr1	236103726	236103927	9338
chr1	236109100	236109310	9339
chr1	236109422	236109597	9340
chr1	236125090	236125300	9341
chr1	236127220	236127279	9342
chr1	236142960	236143170	9343
chr1	236158064	236158165	9344
chr1	236163250	236163460	9345
chr1	236169248	236169349	9346
chr1	236259680	236259890	9347
chr1	236281230	236281440	9348
chr1	236281986	236282187	9349
chr1	236311118	236311239	9350
chr1	236345910	236345959	9351
chr1	236366610	236366820	9352
chr1	236398630	236398840	9353
chr1	236399622	236399791	9354
chr1	236425471	236425522	9355
chr1	236452126	236452191	9356
chr1	236490010	236490149	9357
chr1	236490310	236490520	9358
chr1	236490712	236491017	9359
chr1	236491320	236491530	9360
chr1	236499050	236499260	9361
chr1	236499590	236499800	9362
chr1	236502630	236502840	9363
chr1	236503235	236503416	9364
chr1	236507190	236507400	9365
chr1	236507450	236507660	9366
chr1	236515110	236515320	9367
chr1	236515566	236515723	9368
chr1	236517414	236517535	9369
chr1	236517680	236517890	9370
chr1	236523000	236523210	9371
chr1	236531902	236531967	9372
chr1	236609276	236609355	9373
chr1	236753651	236753822	9374
chr1	236757760	236757970	9375
chr1	236759326	236759505	9376
chr1	236775055	236775216	9377
chr1	236794750	236794960	9378
chr1	236795134	236795269	9379
chr1	236833630	236833840	9380
chr1	236861980	236862190	9381
chr1	236862776	236862849	9382
chr1	236868915	236869148	9383
chr1	236920689	236920796	9384
chr1	236956580	236956790	9385
chr1	236966751	236966920	9386
chr1	237012711	237012888	9387
chr1	237012970	237013180	9388
chr1	237042033	237042130	9389
chr1	237124991	237125128	9390
chr1	237125620	237125830	9391
chr1	237386705	237386818	9392
chr1	237562055	237562134	9393
chr1	237562386	237562503	9394
chr1	237672980	237672999	9395
chr1	237678010	237678069	9396
chr1	237800011	237800030	9397
chr1	237806010	237806220	9398
chr1	237806954	237807043	9399
chr1	237814430	237814640	9400
chr1	237851380	237851439	9401
chr1	237864374	237864623	9402
chr1	238236550	238236760	9403
chr1	238238890	238238909	9404
chr1	238252485	238252584	9405
chr1	239308820	239309030	9406
chr1	239765300	239765510	9407
chr1	239898250	239898375	9408
chr1	239951612	239951817	9409
chr1	239976490	239976579	9410
chr1	239986790	239987000	9411
chr1	239987200	239987410	9412
chr1	240004220	240004430	9413
chr1	240026710	240026920	9414
chr1	240027136	240027215	9415
chr1	240122750	240122960	9416
chr1	240149637	240149718	9417
chr1	240189526	240189643	9418
chr1	240190050	240190260	9419
chr1	240190962	240191027	9420
chr1	240193260	240193470	9421
chr1	240455403	240455420	9422
chr1	240596760	240596970	9423
chr1	240608874	240608939	9424
chr1	240692279	240692298	9425
chr1	240732474	240732585	9426
chr1	240888149	240888340	9427
chr1	240947069	240947180	9428
chr1	240967194	240967321	9429
chr1	241157594	241157661	9430
chr1	241191986	241192103	9431
chr1	241269276	241269327	9432
chr1	241323640	241323850	9433
chr1	241356620	241356830	9434
chr1	241356890	241357100	9435
chr1	241357225	241357264	9436
chr1	241423790	241424000	9437
chr1	241485829	241485952	9438
chr1	241487540	241487750	9439
chr1	241500030	241500089	9440
chr1	241518540	241518750	9441
chr1	241519231	241519444	9442
chr1	241531413	241531576	9443
chr1	241532121	241532219	9444
chr1	241605287	241605448	9445
chr1	241611156	241611253	9446
chr1	241614890	241615100	9447
chr1	241615592	241615773	9448
chr1	241615900	241616110	9449
chr1	241627629	241627740	9450
chr1	241630160	241630370	9451
chr1	241640780	241640990	9452
chr1	241641187	241641383	9453
chr1	241641840	241642050	9454
chr1	241672400	241672561	9455
chr1	241756726	241756843	9456
chr1	241834886	241835025	9457
chr1	241849530	241849740	9458
chr1	241896436	241896665	9459
chr1	241897300	241897510	9460
chr1	241934355	241934394	9461
chr1	241944903	241945070	9462
chr1	241985939	241986040	9463
chr1	241986430	241986640	9464
chr1	241998450	241998509	9465
chr1	241998587	241998783	9466
chr1	242017010	242017220	9467
chr1	242017740	242017863	9468
chr1	242019962	242020047	9469
chr1	242129310	242129369	9470
chr1	242454913	242454996	9471
chr1	242467696	242467803	9472
chr1	242651949	242652050	9473
chr1	242828389	242828470	9474
chr1	242842215	242842294	9475
chr1	242847510	242847720	9476
chr1	242848610	242848820	9477
chr1	242890280	242890490	9478
chr1	242936877	242937008	9479
chr1	242938870	242939080	9480
chr1	243002720	243002930	9481
chr1	243017750	243017960	9482
chr1	243023160	243023370	9483
chr1	243024160	243024370	9484
chr1	243055702	243055739	9485
chr1	243149305	243149384	9486
chr1	243184910	243185120	9487
chr1	243254020	243254230	9488
chr1	243255825	243256010	9489
chr1	243256230	243256440	9490
chr1	243324770	243324980	9491
chr1	243325452	243325577	9492
chr1	243344061	243344242	9493
chr1	243454780	243454799	9494
chr1	243476180	243476239	9495
chr1	243483660	243483719	9496
chr1	243542909	243542946	9497
chr1	243628684	243628885	9498
chr1	243652650	243652860	9499
chr1	243713016	243713173	9500
chr1	243748830	243748961	9501
chr1	243819610	243819820	9502
chr1	243902316	243902483	9503
chr1	243982630	243982649	9504
chr1	244015048	244015081	9505
chr1	244068105	244068105	9506
chr1	244154930	244155140	9507
chr1	244155325	244155364	9508
chr1	244208030	244208049	9509
chr1	244211250	244211460	9510
chr1	244273089	244273260	9511
chr1	244299558	244299771	9512
chr1	244324080	244324290	9513
chr1	244327615	244327694	9514
chr1	244341865	244341904	9515
chr1	244361779	244361914	9516
chr1	244442070	244442280	9517
chr1	244445790	244446000	9518
chr1	244450750	244450960	9519
chr1	244451859	244452350	9520
chr1	244481710	244481920	9521
chr1	244552290	244552500	9522
chr1	244553750	244553960	9523
chr1	244559667	244559863	9524
chr1	244602570	244602780	9525
chr1	244603570	244603651	9526
chr1	244653296	244653565	9527
chr1	244653940	244654150	9528
chr1	244796954	244797139	9529
chr1	244801346	244801557	9530
chr1	244817706	244817747	9531
chr1	244833360	244833570	9532
chr1	244835166	244835263	9533
chr1	244862600	244862810	9534
chr1	244863084	244863261	9535
chr1	244863900	244864110	9536
chr1	244864542	244864603	9537
chr1	244901560	244901609	9538
chr1	244970689	244970842	9539
chr1	244971310	244971520	9540
chr1	245042814	245042907	9541
chr1	245045416	245045793	9542
chr1	245060733	245061016	9543
chr1	245079175	245079282	9544
chr1	245085820	245086093	9545
chr1	245086400	245086610	9546
chr1	245107073	245107202	9547
chr1	245107531	245107668	9548
chr1	245108560	245108770	9549
chr1	245153103	245153282	9550
chr1	245153402	245153627	9551
chr1	245154330	245154540	9552
chr1	245154910	245155120	9553
chr1	245156487	245156672	9554
chr1	245258412	245258603	9555
chr1	245277485	245277485	9556
chr1	245322780	245322990	9557
chr1	245364010	245364113	9558
chr1	245376150	245376360	9559
chr1	245380888	245381053	9560
chr1	245401490	245401700	9561
chr1	245402366	245402547	9562
chr1	245468420	245468630	9563
chr1	245516281	245516424	9564
chr1	245558140	245558350	9565
chr1	245559610	245559820	9566
chr1	245572280	245572490	9567
chr1	245688243	245688372	9568
chr1	245716030	245716240	9569
chr1	245742670	245742880	9570
chr1	245797730	245797940	9571
chr1	245810150	245810360	9572
chr1	245811099	245811250	9573
chr1	245814750	245814960	9574
chr1	245825180	245825390	9575
chr1	245856220	245856430	9576
chr1	245857358	245857455	9577
chr1	245888965	245889156	9578
chr1	245940700	245940910	9579
chr1	246003261	246003416	9580
chr1	246012412	246012497	9581
chr1	246012670	246012880	9582
chr1	246038380	246038590	9583
chr1	246117315	246117418	9584
chr1	246117800	246118010	9585
chr1	246135910	246136120	9586
chr1	246148190	246148400	9587
chr1	246159490	246159700	9588
chr1	246175120	246175330	9589
chr1	246177820	246178030	9590
chr1	246188210	246188229	9591
chr1	246188980	246189190	9592
chr1	246203250	246203460	9593
chr1	246219915	246219994	9594
chr1	246248450	246248660	9595
chr1	246261450	246261660	9596
chr1	246280715	246280814	9597
chr1	246281800	246282010	9598
chr1	246355730	246355940	9599
chr1	246450910	246450989	9600
chr1	246492698	246492877	9601
chr1	246497451	246497598	9602
chr1	246507174	246507455	9603
chr1	246529010	246529220	9604
chr1	246532580	246532790	9605
chr1	246581570	246581780	9606
chr1	246581950	246582160	9607
chr1	246583300	246583510	9608
chr1	246583668	246583769	9609
chr1	246584580	246584790	9610
chr1	246587674	246587839	9611
chr1	246600820	246601030	9612
chr1	246601435	246601574	9613
chr1	246608908	246609161	9614
chr1	246647180	246647390	9615
chr1	246661560	246661770	9616
chr1	246689638	246689747	9617
chr1	246696473	246696618	9618
chr1	246697820	246698030	9619
chr1	246699302	246699339	9620
chr1	246709900	246710110	9621
chr1	246724107	246724490	9622
chr1	246726010	246726220	9623
chr1	246753998	246754155	9624
chr1	246801389	246801572	9625
chr1	246809673	246809722	9626
chr1	246848230	246848440	9627
chr1	246869800	246870010	9628
chr1	246888920	246889130	9629
chr1	246906963	246907158	9630
chr1	246920040	246920225	9631
chr1	246931913	246932222	9632
chr1	246947400	246947501	9633
chr1	246971505	246971634	9634
chr1	247009260	247009470	9635
chr1	247043560	247043681	9636
chr1	247055093	247055176	9637
chr1	247078793	247078964	9638
chr1	247103440	247103650	9639
chr1	247104289	247104514	9640
chr1	247110860	247111070	9641
chr1	247111740	247111950	9642
chr1	247112126	247112243	9643
chr1	247113159	247113262	9644
chr1	247127700	247127719	9645
chr1	247166630	247166840	9646
chr1	247172540	247172750	9647
chr1	247209930	247210140	9648
chr1	247210281	247210458	9649
chr1	247228300	247228510	9650
chr1	247268550	247268609	9651
chr1	247324930	247325140	9652
chr1	247330510	247330720	9653
chr1	247330900	247331110	9654
chr1	247331265	247331265	9655
chr1	247346070	247346280	9656
chr1	247372832	247373027	9657
chr1	247374035	247374114	9658
chr1	247390181	247390438	9659
chr1	247452820	247452839	9660
chr1	247487213	247487326	9661
chr1	247560160	247560370	9662
chr1	247576633	247576752	9663
chr1	247681330	247681540	9664
chr1	248243247	248243386	9665
chr1	248404124	248404349	9666
chr1	248444570	248444780	9667
chr1	248461140	248461350	9668
chr1	248619095	248619134	9669
chr1	248622611	248622700	9670
chr1	248652000	248652210	9671
chr1	248686981	248687062	9672
chr1	248696418	248696475	9673
chr1	248703740	248703950	9674
chr1	248719010	248719220	9675
chr1	248757757	248758208	9676
chr1	248791151	248791294	9677
chr1	248805290	248805500	9678
chr1	248807256	248807395	9679
chr1	248812352	248812465	9680
chr1	248825953	248825984	9681
chr1	248826217	248826458	9682
chr1	248826560	248826763	9683
chr1	248838028	248838267	9684
chr1	248838730	248838789	9685
chr1	248858631	248858808	9686
chr1	248859580	248859790	9687
chr1	248873141	248873278	9688
chr1	248873668	248873901	9689
chr1	248873925	248874216	9690
chr1	248906243	248906874	9691
chr1	248924836	248924949	9692
chr1	248928340	248928399	9693
chr2	18865	18865	9694
chr2	20480	20690	9695
chr2	115400	115610	9696
chr2	116330	116540	9697
chr2	142263	142312	9698
chr2	172251	172304	9699
chr2	246618	246691	9700
chr2	262030	262240	9701
chr2	274705	274705	9702
chr2	290199	290478	9703
chr2	378518	378535	9704
chr2	383230	383440	9705
chr2	529505	529664	9706
chr2	551877	551944	9707
chr2	586858	586991	9708
chr2	637048	637215	9709
chr2	662671	662764	9710
chr2	675610	675820	9711
chr2	676742	677303	9712
chr2	677438	677471	9713
chr2	677990	678049	9714
chr2	714432	714517	9715
chr2	715995	716084	9716
chr2	854584	854693	9717
chr2	860660	860845	9718
chr2	898577	898632	9719
chr2	954357	954644	9720
chr2	1047658	1047691	9721
chr2	1051210	1051420	9722
chr2	1136217	1136256	9723
chr2	1140510	1140647	9724
chr2	1219150	1219360	9725
chr2	1246435	1246474	9726
chr2	1246690	1246900	9727
chr2	1524250	1524460	9728
chr2	1525650	1525860	9729
chr2	1530310	1530520	9730
chr2	1532520	1532730	9731
chr2	1541195	1541274	9732
chr2	1546127	1546224	9733
chr2	1550816	1550977	9734
chr2	1589090	1589300	9735
chr2	1592075	1592114	9736
chr2	1641550	1641760	9737
chr2	1750947	1751014	9738
chr2	1769876	1769983	9739
chr2	1817624	1817757	9740
chr2	1886559	1886660	9741
chr2	1910590	1910800	9742
chr2	2095400	2095610	9743
chr2	2120859	2121090	9744
chr2	2142542	2142607	9745
chr2	2229990	2230200	9746
chr2	2292028	2292109	9747
chr2	2458570	2458780	9748
chr2	2536471	2536648	9749
chr2	2665390	2665600	9750
chr2	2706290	2706500	9751
chr2	2711222	2711437	9752
chr2	2844340	2844417	9753
chr2	2877410	2877620	9754
chr2	2902590	2902800	9755
chr2	2902910	2903120	9756
chr2	2903730	2903940	9757
chr2	2925420	2925630	9758
chr2	2941060	2941270	9759
chr2	3001712	3001883	9760
chr2	3007270	3007480	9761
chr2	3034330	3034540	9762
chr2	3045110	3045223	9763
chr2	3078410	3078620	9764
chr2	3136070	3136280	9765
chr2	3179440	3179483	9766
chr2	3198264	3198317	9767
chr2	3294169	3294330	9768
chr2	3303645	3303930	9769
chr2	3369706	3369835	9770
chr2	3370260	3370470	9771
chr2	3377809	3377976	9772
chr2	3379614	3379947	9773
chr2	3393690	3393900	9774
chr2	3423558	3423591	9775
chr2	3424039	3424140	9776
chr2	3435574	3435695	9777
chr2	3462370	3462455	9778
chr2	3463540	3463750	9779
chr2	3493880	3493929	9780
chr2	3505760	3505970	9781
chr2	3506000	3506210	9782
chr2	3518909	3519248	9783
chr2	3519550	3519609	9784
chr2	3523031	3523129	9785
chr2	3523321	3523458	9786
chr2	3525089	3525196	9787
chr2	3536000	3536210	9788
chr2	3536831	3536904	9789
chr2	3539990	3540200	9790
chr2	3572710	3572920	9791
chr2	3575162	3575359	9792
