File accession	File format	File type	File format type	Output type	File assembly	Experiment accession	Assay	Donor(s)	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Biosample genetic modifications methods	Biosample genetic modifications categories	Biosample genetic modifications targets	Biosample genetic modifications gene targets	Biosample genetic modifications site coordinates	Biosample genetic modifications zygosity	Experiment target	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate(s)	Read length	Mapped read length	Run type	Paired end	Paired with	Index of	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Genome annotation	Platform	Controlled by	File Status	s3_uri	Azure URL	File analysis title	File analysis status	Audit WARNING	Audit NOT_COMPLIANT	Audit ERROR
ENCFF497SIC	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR767NGL	TF ChIP-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	insertion	{'dbxrefs': ['FactorBook:FOSL1'], 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/8061/'], '@type': ['Target', 'Item'], 'label': 'FOSL1', 'title': 'FOSL1 (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': '53ca9569-e107-463b-857a-7a20592b6818', 'schema_version': '14', 'name': 'FOSL1-human', '@id': '/targets/FOSL1-human/', 'status': 'released'}				FOSL1-human	DNA				formaldehyde		2021-08-13	ENCODE		sonication (generic)		1, 2	1_1, 2_1							/files/ENCFF154ZSJ/, /files/ENCFF657NDS/, /files/ENCFF689QGQ/, /files/ENCFF356LFX/	159326	ENCODE Processing Pipeline	9339388611df7b261ad829b72b9ae093		https://www.encodeproject.org/files/ENCFF497SIC/@@download/ENCFF497SIC.bed.gz				released	s3://encode-public/2021/08/02/19cc9eee-61af-41d0-9626-b903547ca814/ENCFF497SIC.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2021/08/02/19cc9eee-61af-41d0-9626-b903547ca814/ENCFF497SIC.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.9.0 GRCh38	released	borderline replicate concordance, missing genetic modification reagents		
ENCFF270ONC	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR159RBE	TF ChIP-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	insertion	{'schema_version': '14', 'aliases': ['michael-snyder:TS-979'], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/84656/'], '@type': ['Target', 'Item'], 'name': 'GLYR1-human', 'label': 'GLYR1', '@id': '/targets/GLYR1-human/', 'title': 'GLYR1 (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': '6ede588a-7af1-452e-8a00-9ce27d00302c', 'status': 'released'}				GLYR1-human	DNA				formaldehyde		2022-03-28	ENCODE		sonication (generic)		1, 2	1_1, 2_1							/files/ENCFF940GKH/, /files/ENCFF980IWQ/, /files/ENCFF438DBB/, /files/ENCFF356LFX/	374566	ENCODE Processing Pipeline	a7ac3d88276520126436a37e1e7d3cc1		https://www.encodeproject.org/files/ENCFF270ONC/@@download/ENCFF270ONC.bed.gz				released	s3://encode-public/2022/02/07/bc64fcd1-4645-4ba0-b46c-f54cf771eadf/ENCFF270ONC.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2022/02/07/bc64fcd1-4645-4ba0-b46c-f54cf771eadf/ENCFF270ONC.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.9.0 GRCh38	released	mild to moderate bottlenecking, missing genetic modification reagents		
ENCFF440JOS	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000BKE	TF ChIP-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens										ATF3-human	DNA						2011-07-18	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF285GKD/, /files/ENCFF527WLW/, /files/ENCFF459YUC/, /files/ENCFF953FIP/, /files/ENCFF875HPK/, /files/ENCFF356LFX/, /files/ENCFF371XAX/	74937	ENCODE Processing Pipeline	477c62733e9cb5e3e3fc6c723081bb89		https://www.encodeproject.org/files/ENCFF440JOS/@@download/ENCFF440JOS.bed.gz				released	s3://encode-public/2021/01/06/3a04f5c7-d4bb-477e-93c6-91b825acddf1/ENCFF440JOS.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2021/01/06/3a04f5c7-d4bb-477e-93c6-91b825acddf1/ENCFF440JOS.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	low read depth, mild to moderate bottlenecking, low read length, moderate library complexity		
ENCFF682ESJ	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000EET	TF ChIP-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens	forskolin, pyruvate	1 mM	6.0 hour, 6 hour							HSF1-human	DNA						2011-10-29	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF537RMF/, /files/ENCFF597UUI/, /files/ENCFF356LFX/, /files/ENCFF440OFC/, /files/ENCFF675FKP/	23381	ENCODE Processing Pipeline	94e6f7c5527d4ef280b48f8f0b277180		https://www.encodeproject.org/files/ENCFF682ESJ/@@download/ENCFF682ESJ.bed.gz				released	s3://encode-public/2020/12/11/81362e8e-8b4d-4e8b-98b6-1d097f062112/ENCFF682ESJ.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/12/11/81362e8e-8b4d-4e8b-98b6-1d097f062112/ENCFF682ESJ.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released		insufficient read length	extremely low read depth
ENCFF731RBX	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR681KXT	TF ChIP-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	insertion	{'schema_version': '14', 'aliases': ['michael-snyder:TS-1058'], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/79673/'], '@type': ['Target', 'Item'], 'name': 'ZNF329-human', 'label': 'ZNF329', '@id': '/targets/ZNF329-human/', 'title': 'ZNF329 (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': '60dbfe4d-8f0e-4ab7-97dc-5b8b27e90c4a', 'status': 'released'}				ZNF329-human	DNA				formaldehyde		2021-08-13	ENCODE		sonication (generic)		1, 2	1_1, 2_1							/files/ENCFF674HEV/, /files/ENCFF830AUJ/, /files/ENCFF356LFX/, /files/ENCFF523HUD/	200300	ENCODE Processing Pipeline	b2ac43d391a96a66f6dadf1e782f92b1		https://www.encodeproject.org/files/ENCFF731RBX/@@download/ENCFF731RBX.bed.gz				released	s3://encode-public/2021/08/02/9cd34d38-f22e-43c4-939d-4f77df5b49db/ENCFF731RBX.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2021/08/02/9cd34d38-f22e-43c4-939d-4f77df5b49db/ENCFF731RBX.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.9.0 GRCh38	released	low read depth, missing genetic modification reagents, mild to moderate bottlenecking		
ENCFF316WFA	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR516SMM	TF ChIP-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	insertion	{'dbxrefs': ['FactorBook:SRF'], 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/6722/'], '@type': ['Target', 'Item'], 'label': 'SRF', 'title': 'SRF (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': 'f22f584e-9bfb-4107-88b8-6560bc45efff', 'schema_version': '14', 'name': 'SRF-human', '@id': '/targets/SRF-human/', 'status': 'released'}				SRF-human	DNA				formaldehyde		2022-02-08	ENCODE		sonication (generic)		1, 2	1_1, 2_1							/files/ENCFF522JVF/, /files/ENCFF356LFX/, /files/ENCFF873BTF/, /files/ENCFF523HUD/, /files/ENCFF577LLU/	263062	ENCODE Processing Pipeline	1bcee10630c6135bb6c4a998790461f7		https://www.encodeproject.org/files/ENCFF316WFA/@@download/ENCFF316WFA.bed.gz				released	s3://encode-public/2021/08/25/2bf2c953-7e0e-4bb3-95ec-0f5f57f29b4c/ENCFF316WFA.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2021/08/25/2bf2c953-7e0e-4bb3-95ec-0f5f57f29b4c/ENCFF316WFA.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.9.0 GRCh38	released	mild to moderate bottlenecking, missing genetic modification reagents		
ENCFF006LDU	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR407BEZ	TF ChIP-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens										ZHX2-human	DNA						2014-07-07	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF159DIX/, /files/ENCFF556PMA/, /files/ENCFF678ZCC/, /files/ENCFF053PAI/, /files/ENCFF356LFX/	184105	ENCODE Processing Pipeline	097d4d1a1e59de7fb51e2725a5f799e6		https://www.encodeproject.org/files/ENCFF006LDU/@@download/ENCFF006LDU.bed.gz				released	s3://encode-public/2020/12/08/eb6ff60e-80ec-43f2-a6bb-ec5f653ad526/ENCFF006LDU.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/12/08/eb6ff60e-80ec-43f2-a6bb-ec5f653ad526/ENCFF006LDU.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	low read depth, antibody characterized with exemption		
ENCFF123FQW	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000BNJ	TF ChIP-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens										HNF4G-human	DNA						2011-07-18	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF053UCZ/, /files/ENCFF285GKD/, /files/ENCFF356LFX/, /files/ENCFF439FDI/, /files/ENCFF459YUC/	426822	ENCODE Processing Pipeline	cc306b0d4959f8b74f7772641a766880		https://www.encodeproject.org/files/ENCFF123FQW/@@download/ENCFF123FQW.bed.gz				released	s3://encode-public/2020/12/27/d286e382-1ed9-4ebc-a810-1ec079ee7572/ENCFF123FQW.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/12/27/d286e382-1ed9-4ebc-a810-1ec079ee7572/ENCFF123FQW.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	low read length, mild to moderate bottlenecking, borderline replicate concordance, low read depth, moderate library complexity		
ENCFF132RKR	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR620YNB	TF ChIP-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens										KAT2B-human	DNA						2014-07-07	ENCODE			150-350	1, 2	1_1, 2_1							/files/ENCFF958XVX/, /files/ENCFF548TWG/, /files/ENCFF029AHW/, /files/ENCFF097TWB/, /files/ENCFF356LFX/	45105	ENCODE Processing Pipeline	e217233a280355390654bce101f124aa		https://www.encodeproject.org/files/ENCFF132RKR/@@download/ENCFF132RKR.bed.gz				released	s3://encode-public/2020/11/30/98edc86c-fce2-4679-8553-847155687176/ENCFF132RKR.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/11/30/98edc86c-fce2-4679-8553-847155687176/ENCFF132RKR.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	low read depth, borderline replicate concordance, low read length		
ENCFF760KQS	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000EVS	TF ChIP-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens										NR2C2-human	DNA						2011-10-29	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF781ATM/, /files/ENCFF356LFX/, /files/ENCFF209YPZ/, /files/ENCFF674OWW/	51597	ENCODE Processing Pipeline	feed9744fbbbb8e1768cf93f7c8ca776		https://www.encodeproject.org/files/ENCFF760KQS/@@download/ENCFF760KQS.bed.gz				released	s3://encode-public/2020/12/27/654d9ecb-592d-4f2f-b69f-cf0daeaab591/ENCFF760KQS.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/12/27/654d9ecb-592d-4f2f-b69f-cf0daeaab591/ENCFF760KQS.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	inconsistent platforms	insufficient read depth, insufficient read length	
ENCFF096EUR	bed narrowPeak	bed	narrowPeak	conservative IDR thresholded peaks	GRCh38	ENCSR000EEQ	TF ChIP-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens	forskolin, pyruvate	1 mM	6.0 hour, 6 hour							PPARGC1A-human	DNA						2011-10-29	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF440OFC/, /files/ENCFF230GMS/, /files/ENCFF597UUI/, /files/ENCFF092LGP/, /files/ENCFF356LFX/	1627	ENCODE Processing Pipeline	0b3eddc8f9c5cae3d06abca5c856d28f		https://www.encodeproject.org/files/ENCFF096EUR/@@download/ENCFF096EUR.bed.gz				released	s3://encode-public/2020/12/27/55e1ed64-f1bf-45de-b868-2d1dab484a71/ENCFF096EUR.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/12/27/55e1ed64-f1bf-45de-b868-2d1dab484a71/ENCFF096EUR.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released		insufficient read depth, insufficient read length	extremely low read depth
ENCFF356ZVN	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000EEU	TF ChIP-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens	forskolin, pyruvate	1 mM	6.0 hour, 6 hour							HNF4A-human	DNA						2011-10-29	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF597UUI/, /files/ENCFF356LFX/, /files/ENCFF969USR/, /files/ENCFF351PAB/, /files/ENCFF440OFC/	203508	ENCODE Processing Pipeline	b38eeb467f38fb348cc19c5c8d1f85f7		https://www.encodeproject.org/files/ENCFF356ZVN/@@download/ENCFF356ZVN.bed.gz				released	s3://encode-public/2021/01/01/dae20b2b-88d0-47de-86b0-513d38d39e7e/ENCFF356ZVN.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2021/01/01/dae20b2b-88d0-47de-86b0-513d38d39e7e/ENCFF356ZVN.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released		insufficient read depth, insufficient read length	extremely low read depth
ENCFF361NJR	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000EVQ	TF ChIP-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens										TCF7L2-human	DNA						2011-10-29	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF674OWW/, /files/ENCFF820HXD/, /files/ENCFF356LFX/, /files/ENCFF440ZQF/	75783	ENCODE Processing Pipeline	1fe2c368d31685236c334f535a05c0ba		https://www.encodeproject.org/files/ENCFF361NJR/@@download/ENCFF361NJR.bed.gz				released	s3://encode-public/2020/12/27/ea39d179-f879-46a4-9a68-7c6acbd320e5/ENCFF361NJR.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/12/27/ea39d179-f879-46a4-9a68-7c6acbd320e5/ENCFF361NJR.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	low read depth, mild to moderate bottlenecking, low read length, moderate library complexity		
ENCFF562YSV	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000EEI	TF ChIP-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens										JUND-human	DNA						2011-10-29	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF300RQU/, /files/ENCFF772ZHK/, /files/ENCFF381KIQ/, /files/ENCFF356LFX/	727603	ENCODE Processing Pipeline	e73266496359531529a6e99c9a162a72		https://www.encodeproject.org/files/ENCFF562YSV/@@download/ENCFF562YSV.bed.gz				released	s3://encode-public/2021/01/01/122a5d42-4e49-40c3-8bb3-59105fa9f426/ENCFF562YSV.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2021/01/01/122a5d42-4e49-40c3-8bb3-59105fa9f426/ENCFF562YSV.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	low read depth, low read length, improper control_type of control experiment		
ENCFF624HJF	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000EEO	TF ChIP-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens	insulin, 22-hydroxycholesterol	100 μM, 10 μM	6.0 hour, 6 hour							SREBF1-human	DNA						2011-10-29	ENCODE		see document		1, 2, 3	1_1, 2_1, 3_1							/files/ENCFF985OXC/, /files/ENCFF265KUL/, /files/ENCFF806NRF/, /files/ENCFF356LFX/, /files/ENCFF122VQG/, /files/ENCFF498JUW/	54525	ENCODE Processing Pipeline	8172c9c206dfeb753884e96af50ee59d		https://www.encodeproject.org/files/ENCFF624HJF/@@download/ENCFF624HJF.bed.gz				released	s3://encode-public/2021/01/01/ff31fa89-6b2f-457c-87f8-dd48d824302e/ENCFF624HJF.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2021/01/01/ff31fa89-6b2f-457c-87f8-dd48d824302e/ENCFF624HJF.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released		insufficient read length	extremely low read depth
ENCFF551CCD	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000BQW	TF ChIP-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens										MBD4-human	DNA						2012-02-29	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF831OAZ/, /files/ENCFF379RHD/, /files/ENCFF430MNY/, /files/ENCFF072ZTF/, /files/ENCFF356LFX/, /files/ENCFF434VWY/	102037	ENCODE Processing Pipeline	306accdcce76cb82ebdd972b7ea723b2		https://www.encodeproject.org/files/ENCFF551CCD/@@download/ENCFF551CCD.bed.gz				released	s3://encode-public/2021/01/02/c8a182fd-2228-4588-955c-1c5e2b4643b4/ENCFF551CCD.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2021/01/02/c8a182fd-2228-4588-955c-1c5e2b4643b4/ENCFF551CCD.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	inconsistent platforms, borderline replicate concordance, low read length		
ENCFF110MJW	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000BGL	TF ChIP-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens										SIN3A-human	DNA						2011-07-18	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF356LFX/, /files/ENCFF722LRI/, /files/ENCFF950DCA/, /files/ENCFF875HPK/, /files/ENCFF527WLW/	394001	ENCODE Processing Pipeline	c92e3394c0595cf4bc2f6a6d8a929148		https://www.encodeproject.org/files/ENCFF110MJW/@@download/ENCFF110MJW.bed.gz				released	s3://encode-public/2020/12/26/540d87c2-07a6-458e-9b4a-57377927ee21/ENCFF110MJW.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/12/26/540d87c2-07a6-458e-9b4a-57377927ee21/ENCFF110MJW.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	low read length, mild to moderate bottlenecking, control low read depth, borderline replicate concordance, low read depth		
ENCFF102ZOU	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000EED	TF ChIP-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens										CHD2-human	DNA						2011-10-29	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF035LMU/, /files/ENCFF236ALG/, /files/ENCFF356LFX/, /files/ENCFF772ZHK/	129915	ENCODE Processing Pipeline	f0abe306b614240a4a76349260786df5		https://www.encodeproject.org/files/ENCFF102ZOU/@@download/ENCFF102ZOU.bed.gz				released	s3://encode-public/2020/12/26/75fe73ad-e07a-43c1-954b-396c2bcbe784/ENCFF102ZOU.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/12/26/75fe73ad-e07a-43c1-954b-396c2bcbe784/ENCFF102ZOU.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	low read depth, low read length, improper control_type of control experiment		
ENCFF841GDS	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000BRP	TF ChIP-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens										TEAD4-human	DNA						2012-02-29	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF434VWY/, /files/ENCFF379RHD/, /files/ENCFF397PWT/, /files/ENCFF430MNY/, /files/ENCFF111BMB/, /files/ENCFF356LFX/	302535	ENCODE Processing Pipeline	a732f4f9a2d97af2a80adc0fd5991e95		https://www.encodeproject.org/files/ENCFF841GDS/@@download/ENCFF841GDS.bed.gz				released	s3://encode-public/2021/01/02/d5a3d62a-f31c-4966-ad55-475d23f85b03/ENCFF841GDS.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2021/01/02/d5a3d62a-f31c-4966-ad55-475d23f85b03/ENCFF841GDS.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	inconsistent platforms, low read length	insufficient replicate concordance	extremely low read depth
ENCFF463GXC	bed narrowPeak	bed	narrowPeak	conservative IDR thresholded peaks	GRCh38	ENCSR769CWW	TF ChIP-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	insertion	{'schema_version': '14', 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/22926/'], '@type': ['Target', 'Item'], 'name': 'ATF6-human', 'label': 'ATF6', '@id': '/targets/ATF6-human/', 'title': 'ATF6 (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': '90338a36-9492-44ee-b464-0655eff2d911', 'status': 'released'}				ATF6-human	DNA				formaldehyde		2020-07-09	ENCODE		sonication (generic)		1, 2	1_1, 2_1							/files/ENCFF119BQD/, /files/ENCFF723HPB/, /files/ENCFF356LFX/, /files/ENCFF317DZF/	97322	ENCODE Processing Pipeline	1b592a52718f1d6f756ef4b7d8e17a8e		https://www.encodeproject.org/files/ENCFF463GXC/@@download/ENCFF463GXC.bed.gz				released	s3://encode-public/2020/07/01/225f547e-ee8a-40c9-b5c9-0907391cd1ba/ENCFF463GXC.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/07/01/225f547e-ee8a-40c9-b5c9-0907391cd1ba/ENCFF463GXC.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.4.0 GRCh38	released	missing genetic modification reagents		
